ensembl_gene	chrom	start	end
CYP4F25P	9	64465463	64466498
AC078776.1	12	30320834	30321617
PTCHD4	6	47878028	48068689
KIAA0355	CHR_HSCHR19_1_CTG3_1	34261710	34308123
AC026371.1	12	30454919	30492302
NKX2-2	20	21511017	21514064
CR769776.2	9	64462819	64463196
ERVV-2	19	53044740	53051680
AC010809.1	15	33858602	33864825
GU182355.2	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	54830927	54845947
AC010809.2	15	33851785	33856809
NKX2-2-AS1	20	21511447	21512309
AL353138.1	6	48069213	48111078
SLC7A15P	2	20386386	20396588
AC010809.3	15	33850538	33851178
KIR2DL4	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	54789862	54800938
HNRNPA3P4	6	48149203	48150005
RNMTL1P2	7	17962079	17963029
MGRN1	16	4616493	4690974
AC073610.1	12	48903418	48903813
AC080080.2	7	18000290	18000879
AL512631.1	10	11679675	11680514
RBMXP1	6	48213604	48214794
AC092418.2	3	57555581	57556054
AL133325.2	20	21530122	21535665
AL139300.2	14	103553421	103561877
FKBP11	12	48921518	48926474
LINC01460	2	27705786	27715732
FO393412.1	6	48701491	48701872
PRPS1L1	7	18026770	18027846
AC073389.1	10	73625996	73626790
AL049840.3	14	103694516	103695050
RHOB	2	20447074	20449440
PRDX2	19	12796820	12801800
AL049840.6	14	103687576	103688127
AL391538.1	6	48754649	48795513
CTNNA2	2	79185231	80648861
SLC5A9	1	48222685	48248644
AL022099.1	6	48952070	48952781
AL049840.4	14	103694560	103695170
AC023137.1	2	20451042	20452947
AC073389.3	10	73630556	73631490
AC012065.1	2	20499571	20501311
LINC01304	2	3957652	3974124
AL589994.1	6	49077712	49078051
AL589994.2	6	49115537	49116115
AC012065.5	2	20529467	20529976
FO393413.1	6	49273600	49273794
RPLP2	11	809965	812880
CWC27	5	64768930	65018750
MYOZ1	10	73631612	73641474
LINC00955	4	3576869	3590711
COA8	14	103562962	103607523
LINC01727	20	21569976	21666621
AL121796.1	4	3633029	3633975
LINC02171	4	3673593	3677855
EIF4E2	2	232550674	232583644
AC005614.2	19	40048757	40090925
AC018761.3	19	12784539	12785101
RNASEH2A	19	12806556	12815201
EEF1A1P42	6	49358185	49360420
ZNF780B	19	40028260	40056231
SERPINA13P	14	94640725	94646994
AC006159.1	7	116542718	116551969
CAV1	7	116525001	116561184
AC105339.5	15	82738386	82739122
AP000289.1	21	33110867	33123725
ACTG1P17	15	82725873	82738904
AL049839.1	14	94674877	94675829
LINC01726	20	21610787	21703585
AP000290.1	21	33152614	33159110
AC105339.3	15	82744223	82750289
AC105339.6	15	82749252	82750455
AC005013.1	7	28957667	28959345
TRIL	7	28953358	28958330
RPSAP4	14	94726288	94727175
LINC01548	21	33164809	33170649
AC006517.2	12	7838914	7844395
AC005614.1	19	40090754	40094406
AC013451.1	14	74552181	74560048
SUDS3P1	5	177971316	177972281
OR1X5P	5	177836434	177837646
NDUFB5P1	4	180573464	180574027
LTBP2	14	74498183	74612378
AL606490.5	X	48412303	48415285
AC106795.5	5	177967004	177967457
ARF3	12	48935723	48957487
AL606490.4	X	48423342	48423468
AC106795.2	5	177950335	177963960
ZNF780A	19	40069152	40090938
AC104803.1	4	180731164	180759038
AL606490.8	X	48433201	48441619
RTBDN	19	12825478	12835428
LINC00290	4	181064089	181159149
AL606490.2	X	48446893	48448879
AC019235.1	4	181237358	181237564
SLC12A9-AS1	7	100837314	100852616
LINC02500	4	181260442	181265145
AC106795.1	5	177809407	177950732
GU182355.4	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	54802886	54817473
AC093840.1	4	181522666	181523001
ANKRD20A4	9	64369394	64413142
SLC12A9	7	100826820	100867010
AC002400.1	16	23500905	23501630
AC093840.2	4	181590255	181591969
LINC00313	21	43461960	43479534
AC084741.1	4	181686182	181700142
Z83836.1	22	47259366	47261007
TMPRSS15	21	18269116	18485879
Z82186.1	22	47345569	47373541
TEMN3-AS1	4	181820019	181829973
LINC02600	4	3758748	3763390
C2orf92	2	97664217	97703064
AC140479.7	2	110321402	110348941
PRPF8	CHR_HSCHR17_1_CTG2	1650629	1684882
ADRA2C	4	3766348	3768526
BX255925.3	9	137217452	137219361
SUMO1P3	1	160317403	160317706
AP001048.1	21	43465309	43467298
TRAF3IP1	2	238320441	238400897
COPA	1	160288594	160343273
FHL5	6	96562548	96616636
TENM3	4	182143987	182803024
CA10	17	51630313	52160017
AL109763.1	21	18477358	18486599
AL359852.1	6	2561947	2564143
AC007204.2	19	19978190	19979610
AC104012.1	8	71779605	71792875
AC140125.3	5	177856262	177871227
AF240627.1	21	18614431	18650360
LGALS9DP	17	27746132	27754954
AC004951.1	7	44004046	44007866
MIR548XHG	21	18561265	18760320
AC106795.3	5	177939622	177983054
AC079226.2	4	182697902	182708042
AC108142.1	4	182144852	182190382
TENM3-AS1	4	181874438	182145249
UBE2D4	7	43926436	43956136
CCDC65	12	48904110	48931840
LINC01600	6	2621913	2634619
LINC02521	6	2617144	2640001
PDE12	3	57556274	57566848
AC140479.1	2	110358790	110359126
OR7E163P	4	3889356	3890249
OR7E162P	4	3901566	3902594
RPS20P20	8	71895991	71896330
MSC	8	71841549	71844468
AC079226.1	4	182772565	182773931
LINC01510	7	116563594	116663829
AC226770.1	CHR_HSCHR19_2_CTG2	21655154	21656539
CCNHP1	4	181905790	181906467
MTDHP4	CHR_HSCHR19_2_CTG2	21687036	21687706
AL031985.2	1	40333078	40333557
AC092364.3	CHR_HSCHR19_2_CTG2	21719001	21719670
TYK2	19	10350529	10380572
GU182355.1	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	54847887	54862123
TRPA1	8	72019917	72075584
RRN3	CHR_HSCHR16_1_CTG1	15002502	15036801
GATAD1	7	92447482	92460075
VN1R84P	CHR_HSCHR19_2_CTG2	21729280	21729514
GU182355.6	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	54771294	54784697
AC073610.2	12	48903503	48957365
AC006159.2	7	116563594	116571234
AC068228.3	8	123157729	123165173
GU182355.3	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	54819506	54828970
AC140479.2	2	110360608	110363737
AC147876.1	4	3910283	3910604
AL109659.2	1	48227888	48229561
AL389915.1	9	107534390	107535162
BRI3BPP1	CHR_HSCHR19_2_CTG2	21760226	21762917
MS4A3	11	60056587	60071115
BRWD1-AS1	21	39315707	39323218
ZNF100	CHR_HSCHR19_2_CTG2	21732245	21777028
PPIAP88	9	107543151	107543616
BRWD1-AS2	21	39313935	39314962
AC004221.1	19	1238179	1239522
AC009283.1	17	39566915	39567559
GRPEL2-AS1	5	149348116	149357642
BRWD1-IT1	21	39217093	39219805
RPL36AP6	9	107834509	107834829
AC005162.3	7	28979967	29013367
GRPEL2	5	149345430	149354583
AL162389.1	9	107853783	107854258
HCG14	CHR_HSCHR6_MHC_COX_CTG1	28897348	28898138
AC004593.1	7	29199540	29208970
AC007566.2	7	92442077	92442489
NEUROD2	17	39603536	39609777
TUBB7P	CHR_HSCHR4_6_CTG12	189986501	189988849
LINC01644	22	47461299	47487111
AC004593.3	7	29122340	29514667
AC104758.1	15	77941442	77944582
DUX4L9	CHR_HSCHR4_6_CTG12	190025385	190026643
IGHV3OR16-10	16	32995048	32995505
NANOGP4	7	29212302	29213214
RPS15AP27	9	107963703	107964045
IGHV3OR16-15	16	32903442	32903894
AC104758.5	15	77954075	77963654
AC087491.1	17	39619613	39622770
AC124014.1	7	50388489	50400097
AL096709.1	6	71028582	71058476
IGHV1OR16-2	16	32978461	32978891
BECN1P2	6	71075564	71076375
AC098588.2	4	144210701	145098174
AC068050.1	9	108040213	108040592
P2RX3	11	57338352	57372396
AC142086.6	16	32916974	32946392
NDUFB8P2	17	59885015	59885552
LYPLA1P3	6	71165076	71165770
AC008740.2	16	21401089	21401198
GU182355.7	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	54754729	54769262
CPVL	7	28995235	29195451
AC142086.5	16	32951993	33028037
JUNB	19	12791486	12793315
SNHG21	15	82750564	82757206
ANAPC10	4	144831908	145098541
CHCHD4P2	9	108097432	108097851
IGHV1OR16-4	16	33002333	33002621
GFI1	1	92473043	92486925
GU182355.5	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	54738547	54752855
SYP-AS1	X	49198966	49202454
RPL23AP43	3	32785646	32786116
AC142086.4	16	32995537	32996770
AL353742.1	9	108252154	108254820
AC004951.3	7	43961590	43973323
PSMA7	20	62136733	62143440
AC226119.2	4	3915187	3924274
SYP	X	49187804	49200259
IGHV3OR16-6	16	32915074	32915536
POLR2J4	7	44013562	44019170
FAM86EP	4	3941760	3955419
PAIP1	5	43526267	43557758
TRIM71	3	32817997	32897824
AC093690.1	2	28307063	28310560
IFI35	17	43006725	43014456
IGHV3OR16-8	16	33009175	33009620
AC017116.2	7	44011882	44038978
POLR2J4	7	43940895	44019175
AC142086.3	16	32931768	32932569
AC021171.2	2	27896116	27897195
RPL23AP34	2	28308161	28308570
ZIK1	19	57578456	57593890
ADAMTS7P3	15	77976042	77993057
AC105339.2	15	82752884	82757208
MRPL33	2	27771717	27988087
MSC-AS1	8	71828167	72118393
FSD2	15	82755362	82806070
CCR4	3	32951644	32956349
SPDYE1	7	43997897	44010122
AC104758.2	15	77993405	77995289
AL512347.1	6	53125644	53126146
TBC1D2B	15	77984036	78077724
AC092447.7	7	56421857	56448375
GCM1	6	53126961	53148841
AC092447.10	7	56462536	56467771
AL139327.1	13	19182038	19187618
AC012445.1	2	4136644	4140731
ZNF416	19	57571566	57578911
AC226119.1	4	3915183	3955419
TSPAN15	10	69451465	69507666
AC004951.2	7	43984995	43990207
RPL7AP14	20	37444733	37445534
ALG1L7P	4	3935447	3942519
AC092447.4	7	56477588	56484386
CSN1S1	4	69931068	69946574
LINC00957	7	44039171	44042306
RASA4CP	7	44026951	44041892
ZBTB45P2	2	110383112	110384642
CR769776.1	9	64473040	64473826
FP325330.3	22	47916728	47926264
PSPC1P1	13	19201637	19227432
LINC00898	22	47612231	47631569
LINC01106	2	110375138	110384442
CNN2P3	9	64486164	64487069
FXN	9	69035563	69100178
EFHD1	2	232606057	232682780
AC004951.4	7	43951910	44019151
BABAM2	2	27889941	28338901
AL139327.2	13	19262797	19284823
RPS7P8	6	96648489	96649069
PSORS1C3	CHR_HSCHR6_MHC_COX_CTG1	31166295	31170460
AL117329.2	22	47662559	47663603
TYMSP1	6	96653274	96654142
PGM1	1	63593411	63660245
AC027612.4	2	91723023	91723605
AL117329.1	22	47630827	48023004
PCMTD1P1	Y	10173853	10174207
MAN2B2	4	6575189	6623362
RBM22P3	7	56490682	56491635
AC083849.1	7	148445786	148446299
AC006974.1	7	148473599	148503458
AC092447.8	7	56493124	56497285
TAF3	10	7818505	8016631
AJ011931.2	21	45861830	45888638
AC006974.2	7	148543677	148572177
ZNF682	19	19997058	20039505
AL592528.1	21	45827961	45837987
NMD3P2	7	56502284	56503044
AC005229.2	7	148580401	148580799
AJ239328.1	21	45914296	45919483
MRPL3P1	13	19304593	19305625
ANKRD26P3	13	19290593	19344825
PPP6R2	22	50343304	50445090
PCBP3	21	45643694	45942454
CCNJP2	1	92755794	92756956
C7orf33	7	148590766	148615860
FBLN5	14	91869412	91947987
AC112229.2	2	110449242	110451064
GPAA1P2	2	110386377	110388163
EVI5	1	92508696	92792404
GSC	14	94768216	94770230
AC005229.5	7	148584818	148625479
ZNF160	19	53066606	53103436
AC112229.3	2	110402934	110473075
AC005229.1	7	148637179	148637587
AC005229.3	7	148649547	148650240
DNPEP	2	219373527	219400022
AL358113.1	9	69035747	69255187
LIMS4	2	110446640	110473075
LINC02723	11	64394342	64395831
CNKSR3	6	154387515	154510685
AL121612.2	14	94770271	94774858
AL353754.1	10	7833618	7833957
AP003774.1	11	64420311	64432670
MYLK4	6	2663629	2750922
ARFGAP1	20	63272785	63289790
PRMT3	11	20387558	20509338
RPL15P2	14	94800849	94801463
HCG27	CHR_HSCHR6_MHC_COX_CTG1	31190323	31196527
SPRYD3	12	53064316	53079404
AL662833.2	CHR_HSCHR6_MHC_COX_CTG1	31192728	31194480
ERBB2	17	39687914	39730426
AC073254.1	2	232580948	232611971
LINC00642	14	90453571	90490763
AC112229.4	2	110386411	110433673
HNF4G	8	75407914	75566834
AC112229.1	2	110397406	110435166
PPIAP22	21	18857779	18858276
BMS1P4	10	73715843	73730469
AL157359.3	21	18917213	18917429
AL157359.2	21	18917934	18935859
AL157359.1	21	18953264	18967058
AC006539.2	19	20033444	20034332
PLCB1	20	8077251	8968360
AC105219.3	8	143709007	143713584
GXYLT1P6	9	64488600	64489786
ZBED5	11	10812074	10858796
ZNF211	19	57630395	57644041
AC105219.1	8	143696154	143698413
AL773524.1	9	64498517	64498745
SYNPO2L	10	73644881	73663803
DLEU2L	1	63547082	63550636
BX004807.1	1	63487957	63508204
RPL21P111	13	78761175	78761651
AC104332.1	1	92732000	92733257
HMGB3P9	1	92647048	92647630
LINC02317	14	90452063	90455127
ITGB3BP	1	63440770	63593721
AL354890.1	1	92580476	92580821
ZNF707	8	143684452	143713898
AC104332.2	1	92749175	92749330
PRG3	11	57376769	57381150
AL096869.3	14	90489010	90491637
AGAP5	10	73674285	73698159
HSPD1P18	5	136381268	136381511
AC063980.1	5	136376348	136397042
LINC00331	13	78786272	78840051
ZBED5-AS1	11	10858179	10908972
AC002090.1	17	51761260	51763397
ZNF415	19	53107879	53133077
RNF208	9	137220247	137221581
LILRB1	CHR_HSCHR19LRC_PGF1_CTG3_1	54547681	54568080
ZNF154	19	57697367	57709194
GFM1	3	158644278	158692575
AC011505.1	19	29083094	29093031
AC116535.1	11	10809204	10822931
UQCRFS1	19	29205320	29213151
AC069360.1	11	10884158	10899364
AC003682.1	19	57625032	57626950
AC138811.2	16	18788063	18801519
AC007786.1	19	29213235	29216604
AC005162.2	7	28987028	28988899
IPCEF1	6	154154496	154356792
VAPB	20	58389122	58451101
HSPE1P3	15	90634725	90635033
AC007255.2	7	29551521	29552151
AQP7P2	9	64621560	64637586
AC021422.1	15	90650631	90651103
AC007786.2	19	29220864	29221666
AC103739.2	15	90604225	90614558
GYPE	4	143870864	143905563
ARL6IP1	16	18791669	18801572
AL445665.1	9	64637845	64652556
AC007786.3	19	29222542	29223137
CRTC3-AS1	15	90620007	90717141
AC011029.1	8	76162119	76308315
AC103739.1	15	90595840	90596447
BMS1P11	9	64705734	64709311
LINC01585	15	90660207	90664967
CHN2	7	29146569	29514328
TUBB	6	30720352	30725426
ZSCAN4	19	57668935	57679152
AL359955.2	9	64737403	64737755
DNAJC13	3	132417502	132539032
AC020978.9	16	68290087	68292790
IGKV1OR-2	9	64765054	64765535
CUL1	7	148697914	148801110
SLC7A6OS	16	68284503	68310946
AC006539.3	19	20056466	20056594
CRTC3	15	90529923	90645345
BNIP3P13	19	20062755	20063320
AC011474.4	19	29506966	29509041
AC003006.1	19	57682045	57753575
AC011474.2	19	29489775	29526948
BNIP3P4	9	64810865	64811429
AC007786.4	19	29268976	29298576
BMS1P4-AGAP5	10	73674295	73730466
AC011474.1	19	29287011	29525752
ZNF134	19	57614233	57624724
AC023830.1	16	4634329	4640623
CXorf66	X	139955728	139965521
AC109811.1	4	144851572	144874787
BMS1P4	10	73699151	73730487
AC011474.3	19	29448038	29448380
AC073389.2	10	73653980	73675450
VSTM2B	19	29526499	29564479
AC022400.4	10	73703735	73713581
AC079341.1	4	121764585	121766814
TMEM155	4	121758930	121765427
AC027612.5	2	91759462	91767701
ZNF530	19	57599885	57612722
AC027612.3	2	91747940	91748986
AC005052.1	X	119693568	119696059
BLCAP	20	37492472	37527931
AC027612.1	2	91736726	91767439
GYPA	4	144109303	144140751
SLC7A6	16	68264516	68301823
SOWAHD	X	119758588	119760202
AL589987.2	X	140017268	140018037
PGAM1P11	1	10058671	10059648
RPL39	X	119786504	119791630
AL590639.1	1	10054445	10054781
AL662797.1	6	30723105	30723877
ZNF671	19	57719751	57727624
RPS15A	16	18781295	18790383
UBE4B	1	10032832	10181239
VARS2	CHR_HSCHR6_MHC_MCF_CTG1	30992759	31005022
REEP2	5	138439057	138446969
ELOVL7	5	60751791	60844274
ZNF776	19	57746815	57758148
AL109614.1	20	37526642	37527060
NNAT	20	37521206	37523690
AC005052.2	X	119791971	119810949
YIPF5	5	144158162	144170714
UPF3B	X	119805311	119852998
LXN	3	158645822	158672648
ABCB11	2	168915498	169031324
ZNF551	19	57681969	57717301
AC103739.3	15	90630535	90631755
AL355143.1	6	96672129	96672969
EEF1GP6	6	96750824	96751728
AC243571.1	17	37798894	37802788
AC100863.1	18	77180106	77235430
RPL39P6	1	11232963	11233112
MTOR-AS1	1	11143898	11149537
YWHAEP7	17	37828305	37884743
AL033379.1	6	96785137	96795821
LINC00421	13	19345049	19346749
AL133492.1	21	45759804	45763758
GPR63	6	96794125	96837477
TPRG1LP1	19	57664280	57665039
AJ011931.1	21	45870854	45873345
AC092447.3	7	56525428	56526113
ANGPTL7	1	11189355	11195981
ZNF347	19	53124072	53159075
GALR1	18	77250549	77277896
AC007993.3	17	43914433	43923001
CCNQP3	13	19382454	19383072
PARP4P2	13	19349137	19407962
AC007993.1	17	43922775	43927388
EFCAB7	1	63523372	63572693
FAM215A	17	43917194	43917985
PRG2	11	57386780	57390650
AC092447.5	7	56528253	56538676
RSPRY1	16	57186137	57240469
TBC1D3K	17	37924415	37935365
TRIM31-AS1	CHR_HSCHR6_MHC_QBL_CTG1	30094794	30104272
TRIM31	CHR_HSCHR6_MHC_QBL_CTG1	30092451	30102654
AL356259.1	13	19408042	19409529
ASB1	2	238426742	238452250
HPS5	11	18278668	18322198
FRG2	CHR_HSCHR4_6_CTG12	190028329	190031235
MTOR	1	11106535	11262551
SLC25A15P2	13	19411231	19416188
VN1R25P	7	56559221	56559958
CYSRT1	9	137224635	137226315
AC095032.1	1	103415980	103525511
AC092447.2	7	56567906	56568858
NRBP1	2	27427790	27442259
MIEN1	17	39728496	39730532
AC092447.6	7	56577848	56578866
AC092447.1	7	56597379	56598342
RNF224	9	137227271	137229638
AC011455.1	19	38870159	38873763
AC092447.9	7	56603410	56603553
RINL	19	38867830	38878275
AC007342.2	16	53362019	53363678
AC095038.5	7	56615084	56617957
AC095032.2	1	103414879	103425465
RBKS	2	27781379	27890681
AF146191.3	CHR_HSCHR4_6_CTG12	190041894	190042377
HMGB1P40	11	20574186	20575042
AC090707.2	11	20596522	20596979
TRIM60P16	7	56631739	56632727
SLC34A3	9	137230757	137236554
AC095038.1	7	56638943	56650696
DHRS9	2	169064789	169096167
COL24A1	1	85729233	86156943
AC095038.4	7	56659149	56675086
IPO8	12	30628988	30695869
AC016999.1	2	238427077	238427729
AC095038.2	7	56685036	56687366
AC095038.3	7	56736396	56736590
PGAP3	17	39671122	39696797
SLC43A3	11	57406954	57427580
AL158211.2	10	22332587	22332981
AL158211.4	10	22332404	22332987
RLBP1	15	89209869	89221614
MSH5	CHR_HSCHR6_MHC_MANN_CTG1	31779445	31786880
AC007342.3	16	53364982	53373083
AC007342.4	16	53373479	53385019
AC007342.5	16	53386944	53389085
AC005229.4	7	148696467	148698664
AC021171.1	2	28015777	28016482
AC007342.8	16	53389886	53390563
PIGPP2	1	62189131	62189953
SNRPGP12	10	110139214	110139426
AC007342.9	16	53391089	53392473
PRDM13	6	99606730	99615578
PCYOX1L	5	149358037	149369653
AL449363.2	6	134074123	134121433
AC092354.2	5	65020038	65020551
HMGA1P7	6	134115235	134115736
LINC01982	17	52390515	52535701
TPTE2	13	19422877	19536762
AC092354.1	5	65020614	65020989
GGT8P	2	91775944	91781169
LINC02089	17	52862121	52899588
AC124254.2	18	77421619	77561044
CCDC166	8	143706694	143708109
BDP1P	18	77435253	77437242
C17orf112	17	52985513	52987652
PTPN6	12	6946468	6961316
ACTG1P4	1	103569553	103570674
CDC34	19	531760	542092
HIGD1AP10	11	65145691	65145972
PDCL2P2	11	65160194	65160382
AMY2B	1	103553815	103579534
AL357075.5	6	154159828	154510114
WDR76	15	43826980	43868412
TMEM106C	12	47963569	47968878
AL357075.3	6	154477982	154479593
TBC1D3L	17	37977972	37989048
HSD17B8	CHR_HSCHR6_MHC_MCF_CTG1	33375002	33377191
AC018552.1	16	57713782	57714957
TUBB4B	9	137241287	137243707
ADCY3	2	24819169	24919839
DRD3	3	114128652	114199407
AC018552.2	16	57681124	57701730
TMEM54	1	32894594	32901438
ADGRG3	16	57668277	57689378
ATP5MC3	2	175176258	175184607
SBF1	22	50445000	50475035
AC091153.4	17	4731756	4732371
MED11	17	4731428	4733607
NDUFAF4	6	96889315	96897891
AC023509.3	12	53500162	53500936
AC005632.6	16	21511635	21515131
TARBP2	12	53500921	53506431
ZMYND15	17	4739833	4746119
NPIPB3	16	21402237	21448567
SPDYC	11	65170154	65173244
FAM166A	9	137243584	137247770
AC123786.1	18	77622552	77624515
AC123786.2	18	77632928	77633360
AL136982.5	10	87027184	87027477
AC123786.3	18	77647014	77650973
AC005162.1	7	29080284	29082527
HNRNPA3P3	X	140032344	140033480
AC004593.2	7	29191582	29194109
MTCO1P40	17	53105734	53106358
AC005232.1	7	29122274	29128172
AL109659.3	1	48262230	48263179
TBC1D3D	17	38003976	38014902
C9orf152	9	110190048	110208189
CDC27P2	Y	10190377	10192298
AC073987.1	2	103109759	103176260
HPCA	1	32885994	32898441
AC010881.1	2	103275904	103276138
MYO1H	12	109347903	109455523
AC007255.1	7	29514224	29563670
AL589987.1	X	140091743	140092561
AC011593.1	2	103362082	103403712
AC010970.1	Y	10197256	10199103
FO393408.1	X	140216035	140216804
AC092364.5	CHR_HSCHR19_2_CTG2	21778251	21803339
AC145350.3	16	33059936	33060098
AC096649.2	2	175184215	175184607
AC090079.2	17	53438556	53439721
AC140113.4	Y	11042722	11042943
AC145350.2	16	33043609	33095431
AC092364.4	CHR_HSCHR19_2_CTG2	21809967	21810673
AC090079.1	17	53434131	53435829
AL137014.1	X	140397062	140398311
KIF2B	17	53822927	53825193
C2orf27AP1	Y	11085476	11086061
HERC2P8	16	33094204	33129090
ZNF43	CHR_HSCHR19_2_CTG2	21814429	21818511
IGKV1OR2-1	2	91817771	91818248
SCML2P1	18	6926944	6928210
PAX1	20	21705659	21718486
ABCD1P5	2	91840601	91843802
LINC00668	18	6919496	6929966
BEGAIN	14	100537147	100587413
RPS2P48	17	53756989	53757870
SLC7A5P2	16	21519830	21520365
AC140113.3	Y	11107065	11107263
AL359636.1	9	122400970	122402906
AC005341.1	17	53353427	53354134
RNPC3	1	103525691	103555239
SMG1P3	16	21446683	21520444
AC127391.1	2	91859384	91859481
CYCSP32	13	19458398	19458718
AC023934.1	17	53952936	53955324
AC011447.1	19	20125044	20125484
AC140113.2	Y	11107389	11107596
AL158211.3	10	22340377	22340615
AC013451.2	14	74614693	74616647
AC140113.1	Y	11107719	11107887
BNIP3P17	19	20221869	20222463
AC034268.1	17	53681630	53682111
AC118758.2	7	56805336	56808148
AC011447.4	19	20206844	20206954
RPS17P17	X	140470866	140471274
AC034268.2	17	53276760	54365634
AC011447.7	19	20220597	20222186
SLC25A6P1	20	21742303	21743077
AC134878.1	Y	11144250	11144492
PPIAP3	20	37530039	37530543
BNIP3P18	19	20267817	20268391
AC093010.2	3	114214313	114236204
AC011447.5	19	20087013	20087576
ZNF80	3	114234631	114237578
BNIP3P15	19	20136933	20137233
LINC01029	18	77970637	77993731
AC068228.2	8	123192875	123192932
DRC7	16	57694793	57731805
CXCL16	17	4733533	4739928
ECHDC3	10	11742366	11764070
AC012673.1	12	30696121	30700220
MRPL14	6	44113451	44127452
FAM83A-AS1	8	123196536	123202743
AC011447.3	19	20122569	20321305
AC145350.4	16	33129316	33134499
AC093010.1	3	114231398	114233021
LINC01486	12	109354083	109359488
AC145350.1	16	33130235	33130442
BX470111.1	X	155061622	155065519
LINC02617	12	10332861	10338292
STPG3	9	137251261	137253483
MTCP1	X	155064034	155147937
LINC02598	12	10358464	10361045
AC053503.2	2	219388496	219403633
TMEM63B	6	44126914	44155519
AC093459.1	2	175257250	175463180
AC068228.1	8	123181638	123182788
KCTD10	12	109448655	109477359
AC011447.2	19	20131894	20151908
AL669983.1	9	108626833	108627150
FAM83A	8	123178960	123210079
EXTL2P1	2	175842887	175843302
AC078899.3	19	20249052	20250295
OR1J1	9	122476958	122477926
GTF2H4	CHR_HSCHR6_MHC_MCF_CTG1	30986738	30992660
AC016751.2	2	175897336	175904232
AC104455.1	1	86029854	86030589
